RESULTS_OUTCOME_ANAL_GRP_ID|RESULTS_OUTCOME_ANALYSIS_ID|ARM_GROUP_ID
94838|47019|510599
94839|47020|510599
94840|47016|509867
94841|47018|509867
94842|47021|509867
94843|43254|448219
94844|43253|449027
94845|43254|449027
94846|43915|594251
94847|43916|594251
94848|43497|594251
95269|50439|601607
95270|50440|424661
95271|50440|432563
95272|50441|428189
95273|50441|423820
95274|50442|448334
95275|50442|451074
95276|50443|447672
95277|50443|487048
95278|50444|486828
95279|50444|484151
95280|50489|463196
95281|50489|456583
95282|50490|486204
95283|50490|455647
95284|50491|467700
95285|50491|466719
95286|50492|462727
95287|50492|494033
95288|50493|502314
95289|50493|499971
95290|50494|474647
95291|50494|476578
95292|50495|504593
95293|50495|505685
95294|50496|506299
95295|50496|480916
95296|50497|492091
93953|51272|572467
93954|51402|574957
93955|51402|568855
93956|51403|574749
93957|51403|572633
93958|51404|608407
93959|51404|583798
93960|51404|580558
93961|51404|582469
93962|51404|587594
93963|51404|580325
93964|51405|581949
93965|51405|582781
93966|51405|576069
93967|51405|577163
93968|51405|578558
93969|51405|587942
93970|51406|352715
93971|51406|353774
93972|51446|391027
93973|51446|388370
93974|51447|435901
93975|51447|471349
93976|51448|464071
93977|51448|465708
93978|51449|594273
93979|51165|431414
93980|51166|431414
94401|51617|388269
94402|51618|423671
94403|51619|423671
94404|51618|452086
94405|51619|453139
94406|51620|454754
94407|51659|454754
94408|51620|452425
94409|51659|455138
94410|51660|471609
94411|48732|545760
94412|48733|545760
94413|48731|547653
94414|48732|553007
94415|48733|550354
94416|48734|548797
94417|48735|548797
94418|48435|548797
94419|48734|556873
94420|48735|555893
94421|48435|525266
94422|48436|526878
94423|48437|526878
94424|51666|526878
94425|48436|524788
94426|48437|560217
94427|51666|561291
94428|51667|558930
94849|43498|594251
94850|43499|595315
94851|43500|595315
94852|43501|595315
94853|43502|595315
94854|43503|595315
94855|43504|595315
94856|43505|595315
94857|43506|595315
94858|43507|595315
94859|43508|595315
94860|43509|595315
94861|43510|595315
94862|43511|595315
94863|43512|595315
94864|43513|595315
94865|43499|592696
94866|43500|592696
94867|43501|592696
94868|43502|592696
94869|43503|592696
94870|43504|592696
94871|43505|592696
94872|43506|592696
94873|43507|592696
94874|43508|592696
94875|43509|592696
94876|43510|592696
95325|50508|525041
95326|50509|525041
95327|50509|524045
95328|50510|524045
95329|50508|525649
95330|50510|525649
95331|50511|557339
95332|50512|557339
95333|50512|554719
95334|50513|554719
95335|50511|589925
95336|50513|589925
95337|50514|590749
95338|50515|590749
95339|50515|588337
95340|50516|588337
95341|50514|590267
95342|50516|590267
95343|50563|591915
95344|50564|591915
95345|50564|563525
95346|50565|563525
95347|50563|568055
95348|50565|568055
95349|50566|570239
95350|50567|570239
95351|50567|568129
95352|50568|568129
93981|51168|431414
93982|51169|431414
93983|51171|431414
93984|51172|431414
93985|50952|433590
93986|50954|433590
93987|50955|433590
93988|50996|433590
93989|50997|433590
93990|50999|433590
93991|51000|433590
93992|51002|433590
93993|51003|433590
93994|51005|433590
93995|51006|433590
93996|51008|433590
93997|51009|433590
93998|51011|433590
93999|51012|433590
94000|51115|433590
94001|51159|433590
94002|51161|433590
94003|51162|433590
94004|51164|433590
94005|51165|433590
94006|51167|433590
94007|51168|433590
94008|51170|433590
94429|51668|558930
94430|51669|558930
94431|51667|590693
94432|51668|588279
94433|51669|568242
94434|51670|570136
94435|51671|570136
94436|51672|570136
94437|51670|562923
94438|51671|565093
94439|51672|570741
94440|51673|607599
94441|51711|607599
94442|51673|604931
94443|51711|580296
94444|51395|434721
94445|51397|434721
94446|51398|434721
94447|49554|356986
94448|48653|359420
94449|48654|359420
94450|48653|352155
94451|48654|353536
94452|48655|354355
94453|48656|354355
94454|48655|387538
94455|48656|389192
94456|48657|389451
94877|43511|592696
94878|43512|592696
94879|43165|356757
94880|43165|393377
94881|43166|386964
94882|43166|387780
94883|43167|388617
94884|43167|389696
94885|43168|391043
94886|43169|391043
94887|43170|391043
94888|43168|402296
94889|43169|402296
94890|43170|402296
94891|43171|403370
94892|43172|403370
94893|43173|403370
94894|43174|403370
94895|43171|396102
94896|43172|396102
94897|43173|396102
94898|43174|396102
94899|43175|397736
94900|43175|403676
94901|43176|396985
94902|43176|398345
94903|43177|395699
94904|43177|397870
95409|50111|590891
95410|50388|590891
95411|50388|591963
95412|50389|591963
95413|50111|588436
95414|50389|588436
95415|50390|589825
95416|50391|589825
95417|50391|616397
95418|50392|616397
95419|50390|613655
95420|55335|482215
95421|55336|482215
95422|55334|517941
95423|55335|517941
95424|55337|515311
95425|55339|515311
95426|55338|513504
95427|55339|513504
95428|55337|511448
95429|55338|511448
95430|55404|513875
95431|55406|513875
95432|55405|522320
95433|55406|522320
95434|55404|520553
95435|55405|520553
95436|55407|490466
94009|51171|433590
94010|51173|433590
94011|50953|430944
94012|50954|430944
94013|50995|430944
94014|50996|430944
94015|49420|597138
94016|49419|598255
94017|49420|613127
94018|49553|382977
94019|49554|382977
94020|49553|384724
94021|51290|462358
94022|51289|458169
94023|51291|458169
94024|51288|486368
94025|51289|486368
94026|51290|486368
94027|51291|486368
94028|51292|487433
94029|51420|487433
94030|51460|487433
94031|51419|489036
94032|51421|489036
94033|51461|489036
94034|51292|486969
94035|51419|486969
94036|51420|486969
94457|48658|389451
94458|48657|390273
94459|48658|387577
94460|48659|402576
94461|48660|402576
94462|48659|399610
94463|48660|396679
94464|48661|402064
94465|48662|402064
94466|48661|403151
94467|48662|397850
94468|48663|419389
94469|48663|413072
94470|48664|414681
94471|48664|416835
94472|48665|414216
94473|48665|408715
94474|48666|455390
94475|48666|430614
94476|48667|465982
94477|48667|471106
94478|48667|469007
94479|48709|444482
94480|48709|445580
94481|48710|461732
94482|48710|463893
94483|48820|613073
94484|48821|594535
94905|43178|398960
94906|43178|372833
94907|43179|387960
94908|43180|387960
94909|43181|387960
94910|43182|387960
94911|43179|419376
94912|43180|421007
94913|43181|415219
94914|43182|416814
94915|46949|534590
94916|46954|534590
94917|47012|534590
94918|46950|535662
95371|50232|574597
95372|50234|574597
95373|50235|572496
95374|50236|572496
95375|50236|608669
95376|50237|608669
95377|50235|602251
95378|50237|602251
95379|50238|603335
95380|50239|603335
94065|48614|573286
94066|48614|558676
94067|48615|607272
94068|48615|608330
94069|48616|605979
94070|48616|607602
94071|48617|599106
94072|48617|593587
94073|48438|403438
94074|48438|398098
94075|50970|520631
94076|50972|520631
94077|51014|520631
94078|51016|520631
94115|48540|397557
94116|48541|398929
94117|48542|398929
94118|48541|395715
94119|48542|397891
94120|48543|399533
94541|51613|414855
94542|51612|416462
94543|51613|409844
94544|51614|411753
94545|51615|411753
94546|48148|573367
94547|48149|573367
94548|48150|571276
94549|48151|573463
94550|48150|609611
94551|48151|607275
94552|48152|608333
94553|48153|608333
94554|48154|605982
94555|44084|564117
94556|44085|566017
94557|44085|572451
94558|44085|571205
94919|46955|535662
94920|47012|535662
94921|46951|529758
94922|46954|529758
94923|47013|529758
94924|46952|534050
94925|46953|534050
94926|46955|534050
94927|47013|534050
94928|46949|531107
94929|46951|531107
94930|51025|568293
94931|51026|606158
94932|51558|606158
95297|50497|490249
95298|50498|492477
95299|50499|492477
95300|50499|490106
95301|50500|490106
95302|50498|525751
95303|50500|525751
95304|50501|527107
95305|50667|527107
95306|50667|531680
94079|51371|518256
94080|51373|518256
94081|51375|518256
94082|51377|518256
94083|50957|518256
94084|50959|518256
94085|50961|518256
94086|50963|518256
94087|51222|536213
94088|51223|536213
94089|51224|536213
94090|51225|530024
94091|51227|530024
94092|51226|534069
94513|51562|469010
94514|51562|444485
94515|51563|446133
94516|51563|442639
94517|49555|444282
94518|49555|445918
94519|48544|370991
94520|48545|369129
94521|48546|369129
94522|48545|370777
94559|44086|568280
94560|44086|570455
94561|44086|572609
94562|44087|608229
94563|44087|605584
94564|44087|607205
94565|44088|609132
94566|44088|606214
94567|44088|581818
94568|44089|583212
94989|43515|594039
94990|43514|595907
94991|43515|595907
94992|43559|592748
94993|43560|592748
94994|43561|592748
94995|43559|593554
94996|43560|593554
94997|43561|593554
94998|43562|595150
94999|43562|593608
95000|43563|601604
95001|43564|601604
95002|43563|604644
95307|50668|531680
95308|50501|528956
95309|50668|528956
95310|50669|530614
95311|50670|530614
95312|50670|537618
95313|50671|537618
95314|50669|539563
95315|50671|539563
95316|50672|540102
95317|50673|540102
95318|50293|545890
95319|50294|547753
95320|50295|547753
95321|50295|545682
95322|50507|545682
95323|50294|548381
95324|50507|548381
94037|51421|486969
94038|51460|486969
94039|51461|486969
94040|51462|460101
94041|51464|460101
94042|51466|460101
94523|48546|402864
94524|48547|376018
94525|48548|376018
94526|48547|410866
94527|48548|408025
94528|48549|404770
94529|48550|404770
94530|48549|406411
94531|48550|408067
94532|48721|419386
94533|48722|419386
94534|48721|413069
94535|48722|414434
94536|51610|416832
94537|51611|416832
94538|51610|414213
94539|51611|408695
94540|51612|414855
94961|47023|545105
94962|47027|545105
94963|47028|545105
94964|47024|572273
94965|47026|572273
94966|47029|572273
95003|43564|604644
95004|43565|597609
95005|43432|471599
95006|43486|468673
95007|43486|465697
95008|43487|471386
95009|43487|468720
95010|43488|449321
95011|43488|449842
95012|43489|446939
95013|43489|443700
95014|43490|508785
95015|43490|510980
95016|43491|508311
91937|46539|594477
91938|46536|595834
91939|46538|595834
91940|46701|595834
91941|46536|592676
91942|46538|592676
91943|46701|592676
91944|46702|617966
91945|46750|617966
91946|46752|617966
94043|51468|460101
94044|51470|460101
94045|51472|460101
94046|51136|460101
94047|51138|460101
94048|51140|460101
94049|51142|460101
94050|51144|460101
94051|48396|558933
94052|48607|558933
94053|48608|590696
94054|48608|588282
94055|48609|568245
94056|48609|566126
94057|48610|563172
94058|48610|565096
94059|48611|570744
94060|48611|564885
94061|48612|562547
94062|48612|563048
94063|48613|565225
94064|48613|562860
94485|48821|595333
94486|48822|597421
94967|47025|545850
94968|47027|545850
94969|47029|545850
94970|47022|546906
94971|47024|546906
94972|47023|524797
94973|47025|524797
94974|47030|556201
94975|47031|556201
94976|47034|556201
94977|46958|556201
94978|47035|557267
94979|46958|557267
94980|47032|550659
94981|47034|550659
94982|46959|550659
94983|47033|552818
94984|47035|552818
94985|46959|552818
94986|47030|550178
94987|43513|592696
94988|43514|594039
95437|55409|490466
95438|55408|493187
91947|46754|617966
91948|46756|617966
91949|46702|614946
91950|46750|614946
91951|46752|614946
91952|46754|614946
91953|46756|614946
91954|46749|616042
91955|46751|616042
91956|46753|616042
91957|46755|616042
91958|46757|616042
91959|46749|594055
91960|46751|594055
91961|46753|594055
91962|46755|594055
91963|46993|557463
91964|47051|527131
94121|48544|399533
94122|48543|396303
94123|50998|430944
94124|50999|430944
94125|51001|430944
94126|51002|430944
94487|48822|598852
94488|48823|594362
94489|48823|596248
94490|48824|597135
94491|48825|597135
94492|48824|598252
94493|48825|613124
94494|48826|382974
94495|48827|382974
94496|48826|384721
94497|48827|356983
94498|48828|359162
94499|48829|359162
94500|48828|360251
94501|48439|398935
94502|48439|395721
94503|48440|402870
94504|48440|376024
94505|48441|407207
94506|48441|408276
94507|48442|405333
94508|48442|406417
94509|48443|408073
94510|48443|419392
95439|55409|493187
95440|55407|491351
95441|55408|491351
95442|55410|519130
95443|55411|519130
95444|54305|519130
95445|55410|516768
95446|55411|516768
95447|54305|516768
95448|54306|518965
95449|54306|497001
95450|54307|557777
95451|54308|557777
95452|54309|557777
95453|54307|555408
95454|54308|555408
95455|54309|555408
95456|54310|549313
95457|54311|549313
95458|54312|549313
95459|54310|546686
95460|54311|546686
95461|54312|546686
95462|54313|591717
94127|51004|430944
94128|51005|430944
94129|51007|430944
94130|51008|430944
94131|51010|430944
94132|51011|430944
94133|51114|430944
94134|51115|430944
94135|51160|430944
94136|51161|430944
94137|51163|430944
94138|51164|430944
94139|51166|430944
94140|51167|430944
94141|51169|430944
94142|51170|430944
94143|51172|430944
94144|51173|430944
94145|51214|435458
94146|51341|435458
94147|51343|435458
94148|51344|435458
94569|44089|580528
94570|44089|582159
94511|48444|390924
94512|48444|388540
94933|51026|607223
94934|51558|609141
94935|51559|606223
94936|51560|606223
94937|51559|607847
94938|51560|583230
94939|51561|580007
94940|51080|580007
94941|51561|582178
94942|51080|583560
94943|51081|580066
94944|51082|580066
94945|51081|605482
94946|51082|582220
94947|51083|579552
94948|51084|579552
94949|51083|576590
94950|51084|577988
94951|47017|506941
94952|47019|506941
94953|47021|506941
94954|47014|508574
95463|54314|588462
95464|54315|589299
94093|51228|534069
94094|51225|535149
94095|51226|535149
94096|51227|535149
94097|51228|535149
94098|51270|507565
94099|48829|353533
94100|48830|354352
94101|48831|354352
94102|48830|387291
94103|48831|388939
94104|48535|389191
94105|48536|389191
94106|48535|390270
94107|48536|387574
94108|48537|402573
94109|48538|402573
94110|48537|399358
94111|48538|396127
94112|48539|397763
94113|48540|397763
94114|48539|403148
94571|44090|583262
94572|44090|577930
94573|44090|579339
94574|44091|612291
94575|44091|612518
94576|44092|398618
94577|44092|396488
94578|44093|439858
94579|44148|434232
94580|44149|434232
94581|44150|434232
94582|44151|434232
94583|43156|434232
94584|43157|469673
94585|43158|469673
94586|43159|469673
94587|43160|469673
94588|43161|469673
94589|43162|469673
94590|43202|469673
94591|43197|605758
94592|43197|606017
94593|43198|579535
94594|43198|580348
94955|47016|508574
94956|47015|510778
94957|47017|510778
94958|47022|543189
94959|47026|543189
94960|47028|543189
95353|50566|570058
95354|50568|570058
95355|50569|564211
95356|50048|564211
95357|50048|565834
95358|50049|565834
95359|50569|562383
95360|50049|562383
95361|50050|560581
95362|50230|560581
95363|50230|562222
95364|50231|562222
95365|50050|567509
95366|50231|567509
95367|50232|575056
95368|50233|575056
95369|50233|572687
95370|50234|572687
92919|47322|520659
92920|43239|416159
92921|43239|413818
92922|43240|411189
92923|43240|417561
92924|43241|421109
92925|43241|418998
92926|43242|389004
92927|43242|387416
92928|43243|423384
92929|43243|424454
92930|43244|452325
92931|43244|454187
92932|43245|452409
92933|43245|428423
92934|43246|426109
92935|51557|586926
92936|51261|586926
92937|51626|588018
92938|51628|588018
92939|51630|588018
92940|51632|588018
92941|51390|588018
92942|51392|588018
94703|43158|471036
94704|43159|471036
94705|43160|471036
94706|43161|471036
94707|43162|471036
94708|43202|471036
95157|50275|615855
95158|50275|600486
95159|50276|597211
95160|50276|598048
95161|50277|599707
95162|50277|596730
95163|49995|444880
95164|49996|445971
95165|49996|443285
95166|49997|444652
95167|49997|440484
95168|49997|442122
95169|49998|444996
95170|49998|442598
95171|49999|441090
95172|49999|453609
95173|50000|448325
95174|50000|450522
94307|48766|439142
94308|48767|439142
94309|48768|440784
94310|48485|453573
94311|48486|451518
94312|48768|448820
94313|48485|448820
94314|48486|448820
94315|48487|450466
94316|48668|448358
94737|43302|610087
94738|43303|611071
94739|43303|612328
94740|43304|592918
94741|43304|593713
94742|43305|593493
94743|43305|614409
94744|43306|605334
94745|43306|604081
94746|43307|601417
94747|43307|598717
94748|43308|381004
94749|43308|382647
94750|43309|358778
93911|48528|513933
93912|48529|515793
93913|48527|513752
93914|48528|513752
93915|48529|513752
93916|48335|495587
93917|48475|496659
93918|48336|494579
93919|48336|506555
93920|48475|506555
93921|48477|479549
93922|48476|476939
93923|48476|474034
93924|48477|474034
94345|48530|519936
94346|48531|519936
94347|48532|519936
94348|48533|521805
94349|48534|516300
94350|48769|521902
94351|48533|523232
94352|48534|523232
94353|48769|523232
94354|48770|516628
92943|51548|588018
92944|51550|588018
93337|51412|425288
93338|51413|425288
93339|51415|425288
93340|51416|425288
93341|51418|425288
93342|51065|425288
93343|51067|425288
93344|51068|425288
93345|51070|425288
93346|51071|425288
93347|51073|425288
93348|51074|425288
93349|51076|425288
93350|51077|425288
93351|51079|425288
93352|51132|425288
93353|51134|425288
93354|51249|425288
93355|51251|425288
93356|51252|425288
93357|51254|425288
93358|51255|425288
95175|50000|447858
95176|50000|449770
95177|50000|447381
95178|50000|483006
95179|50001|487555
95180|50001|489157
95181|50002|486576
95182|50002|488418
95183|50003|463680
95184|50003|461064
93813|48160|579095
93814|48161|575264
93815|48162|576634
93816|48163|578291
93817|48163|579408
93818|48164|597998
93819|48164|599109
93820|48165|598476
93821|48165|600111
93822|48883|613133
93823|48883|382983
93824|48884|355753
93825|48884|352434
93826|48885|453595
94751|43309|357229
94752|43310|358318
94753|43310|359398
94754|43311|356209
94755|43311|393099
94756|43312|394198
94757|43312|395011
94758|43313|388049
94759|43313|389428
94760|43314|390500
94761|43314|401744
94762|43565|599272
94763|43566|600905
94764|43566|598233
95213|50011|500444
95214|50011|502057
95215|50012|499412
95216|50012|476244
95217|50013|473576
95218|50013|474638
95219|50014|476293
95220|50014|473346
95221|50015|474995
95222|50015|504584
94355|48771|518822
94356|48772|489807
94357|48770|493113
94358|48771|493113
94359|48772|493113
94360|48773|495190
94361|48808|497324
94362|48809|494204
94363|48773|530185
94364|48808|530185
94365|48809|530185
94366|48810|523829
94367|48673|524900
94368|48674|526509
94369|48810|523874
94370|48673|523874
94371|48674|523874
94372|48675|607339
94793|46947|525154
94794|46942|526762
94795|46946|526762
94796|46947|526762
94797|46943|524673
94798|46945|524673
93359|51303|425288
93360|51304|425288
93361|51409|452596
93362|51411|452596
93363|51412|452596
93364|51414|452596
92049|46648|608851
92050|46649|606196
92051|46649|581537
92052|46650|582356
92053|46650|580248
92054|46651|577937
92055|46651|579046
92056|46652|575509
92057|46835|608412
92058|46836|590361
92059|46835|585000
92060|46836|585000
92061|46837|604337
92062|46838|601121
92063|46839|602476
92064|46840|603572
92065|46837|610713
92066|46838|610713
93827|48886|453595
93828|48885|447480
93829|48886|447480
93830|48887|462020
93831|48888|462020
93832|48887|459924
93833|48889|459924
93834|48888|461814
93835|51483|426122
93836|51484|426122
93837|51486|426122
93838|51487|426122
93839|51531|426122
93840|51532|426122
94261|49615|457223
94262|49616|457223
94263|49614|461493
94264|49615|463639
94265|49616|461562
94266|49617|463151
94267|51054|435458
94268|51055|435458
94269|51057|435458
94270|51058|435458
95223|50015|505406
95224|50015|503039
95225|50016|500660
95226|50016|502286
95227|50017|480661
95228|50017|479934
95229|50018|477863
95230|50018|480027
95231|50019|477683
95232|50019|517122
95233|50678|533168
95234|50081|533168
95235|50082|507269
95236|50083|507269
95237|50083|537257
95238|50084|537257
95239|50082|538365
95240|50084|538365
93869|51162|431414
93870|51163|431414
93871|51717|576628
93872|51716|577730
93873|51717|579402
93874|51718|584192
94799|46948|524673
94800|46944|539992
94801|46946|539992
94802|46948|539992
94803|46941|540515
94804|46943|540515
94805|46942|533222
94806|46944|533222
94807|50887|386888
94808|50888|386888
94809|50889|386888
94810|50890|386888
94811|50891|386888
94812|50892|386888
94813|50893|386888
94814|50894|386888
94815|50895|386888
94816|50896|386888
94817|50897|386888
94818|50898|358609
94819|50898|359687
94820|50899|352709
95381|50239|608723
95382|50240|608723
92067|46839|610713
92068|46840|610713
92069|46841|427421
92070|46842|433290
92071|47726|586076
92072|47728|586076
92073|47788|586076
92074|46746|586076
92075|47724|586880
92076|47726|586880
92497|49618|463151
92498|49619|463151
92499|49617|458722
92500|49618|487177
92501|49619|487981
92502|49620|485595
92503|51521|605712
92504|51522|605712
92505|51523|605712
92506|48816|513936
92507|48817|515796
92508|48818|514000
92509|48819|514000
92510|48325|514000
94271|51060|435458
94272|51061|435458
94273|51063|435458
94274|51233|435458
94275|51235|435458
94276|51236|435458
94277|51238|435458
94278|51239|435458
94279|51214|434721
94280|51342|434721
94281|51343|434721
94282|51345|434721
94283|51346|434721
94284|51394|434721
94285|48723|508384
94286|48724|508384
94287|48394|544303
94288|48723|572028
94709|43203|471036
94710|43204|471036
94711|43205|471036
94712|43206|471852
94713|43207|471852
94714|43208|471852
93875|51719|584192
93876|51718|587760
93877|51719|584565
93878|49405|585337
93879|49406|585337
93880|49405|586702
93881|49406|613520
93882|49407|610895
93883|49408|610895
93884|49407|611142
93885|49408|612122
93886|49409|613338
93887|49410|613338
93888|49409|610935
93889|49410|594823
93890|49411|595336
93891|49412|595336
93892|49411|592721
93893|49412|597424
93894|49413|598855
93895|49414|598855
93896|49413|593584
94317|48669|483983
94318|48487|484799
95383|50238|605820
95384|50240|605820
95385|50241|585478
95386|50242|585478
95387|50242|586547
95388|50243|586547
95389|50241|579576
95390|50243|579576
95391|50102|581486
95392|50103|581486
95393|50103|583144
95394|50104|583144
95395|50102|579908
95396|50104|579908
95397|50105|578092
95398|50106|578092
95399|50106|578916
95400|50107|578916
95401|50105|576199
95402|50107|576199
95403|50108|577300
95404|50109|577300
95405|50109|578978
95406|50110|578978
92511|48818|492420
92512|48819|520673
92513|48325|522017
92514|48326|523235
92515|48327|523235
92516|48328|523235
92517|48326|516631
92518|48327|518825
92519|48328|489810
92520|48329|493116
92521|48330|493116
92522|48331|493116
92523|48329|495193
92524|48330|497327
95129|50213|572684
95130|50213|574594
95131|50213|572493
95132|50214|608666
95133|50214|602248
95134|50214|603332
95135|50215|608720
95136|50215|605817
95137|50215|585475
95138|50216|586544
94715|43209|471852
94716|43210|471852
94717|43211|471852
94718|43212|471852
94719|43213|471852
94720|43214|471852
94721|43215|471852
94722|43206|469198
94723|43207|469198
94724|43208|469198
94725|43209|469198
94726|43210|469198
94727|43211|469198
94728|43212|469198
94729|43213|469198
94730|43214|469198
94731|43215|469198
94732|43216|466776
94733|43216|464094
94734|43253|448219
94735|43267|612792
94736|43302|613011
95185|50004|462661
95186|50004|456319
94319|48668|484799
94320|48669|484799
94321|48670|482138
94322|48671|483775
94323|48670|457220
94324|48671|457220
94325|48672|457220
94326|48618|461490
94327|48774|463636
94328|48775|461282
94329|48618|462619
94330|48774|462619
94331|48775|462619
94332|48776|458719
94333|48777|486646
94334|48778|487978
94335|48776|485592
94336|48777|485592
94337|48778|485592
94338|48779|487516
94339|51017|493523
94340|51018|492552
94341|51019|494390
94342|48530|492161
95407|50108|587801
95408|50110|587801
93925|48478|536264
93926|48478|533040
93927|48479|534103
93928|48479|507967
93929|48480|506986
93930|48480|508060
93931|48481|556876
93932|48481|555896
93933|48482|525269
93934|48482|526881
93935|48483|524791
93936|48483|560220
93937|48484|561294
93938|48395|561294
93939|48396|561294
93940|48607|561294
93941|48484|558933
93942|48395|558933
93943|48889|461814
93944|48890|540866
93945|48890|534632
93946|48891|535450
95139|50216|579573
95140|50216|581483
95141|50270|582848
95142|50270|583672
95143|50270|578089
95144|50271|578913
95145|50271|575656
95146|50271|577042
95147|50272|578975
95148|50272|587798
95149|50272|590888
95150|50273|591712
95151|50273|588433
95152|50273|589822
95153|50274|616394
95154|50274|617516
95155|50274|613923
95156|50275|614760
93785|49458|505012
93786|49459|505826
93787|49283|503725
93788|49458|503725
93789|49459|503725
93790|49460|505903
95187|50005|457944
95188|50005|488275
95189|50006|486195
95190|50006|487282
95191|50007|457264
95192|50007|459186
95193|50263|615640
95194|50264|615640
95195|50265|615640
95196|50266|615640
95197|50267|615640
95198|53483|569512
95199|53484|567216
95200|53484|574253
95201|53485|572124
95202|53485|574326
95203|53486|572209
95204|53486|608110
95205|53487|601719
95206|50008|467691
95207|50008|466710
95208|50008|468075
95209|50009|464850
95210|50009|462197
94343|48531|520420
94344|48532|522014
94765|43567|385458
94766|43567|382954
94767|43163|359328
94768|43163|357517
94769|43164|359133
94770|43164|359974
94771|47004|471910
94772|47002|447980
94773|47003|449049
94774|47004|450121
94775|47005|447202
94776|47006|447202
94777|47007|447202
94778|47005|443980
94779|47006|438988
94780|47007|440356
94781|47008|441978
94782|47009|441978
94783|47008|439890
94784|47009|442046
94785|47010|497582
94786|47011|497582
93947|48891|536270
93948|48892|533046
93949|51271|543481
93950|51270|571473
93951|51271|571473
93952|51272|566294
94373|48675|604928
94374|48820|612119
94375|51449|594784
94376|51450|596685
94377|51450|597153
94378|51451|598267
94379|51451|592774
94380|51452|593570
94381|51452|595437
94382|51453|593079
94383|51453|594687
94384|51116|603237
94385|51116|597898
94386|51117|599285
94387|51117|600922
94388|51118|598240
94389|51118|612885
94390|51119|382395
93791|49461|503251
93792|49462|477910
93793|49460|484663
93794|49461|484663
93795|49462|484663
93796|49463|478291
93797|49464|480443
93798|48474|478646
93799|48155|605982
93800|48156|605982
93801|48157|605982
93802|48152|607605
93803|48153|607605
93804|48154|605226
93805|48155|605226
93806|48156|605226
93807|48157|605226
93808|48158|580302
93809|48159|581642
93810|48158|586774
93811|48159|587893
93812|48160|584397
94233|51661|471103
94234|51662|445577
98015|49397|501217
98016|49398|501217
98017|49359|506591
98018|49399|506591
98019|49400|506591
98020|49401|506591
98021|49360|480939
98022|46258|437720
98023|46259|434803
98024|46260|470218
98025|46261|471866
98026|46262|468653
98027|46263|468653
98028|46264|468653
98029|46265|468653
98030|46266|468653
98031|46262|465969
98032|46263|471642
98033|46264|447435
98034|46265|449041
98035|46266|449854
98036|46267|447194
98037|46318|447194
98038|46319|447194
98991|49284|547314
98992|49285|547314
97621|47560|381252
97622|47560|386565
97623|47561|394468
97624|47561|394986
97625|47562|388308
97626|47562|389401
97627|47563|400892
97628|47563|401991
97629|47614|403073
97630|47614|400412
97631|47615|397189
97632|47615|399390
97633|47616|408682
97634|47616|410290
97635|47617|416174
97636|47617|414073
97637|47618|389646
97638|47618|418639
97639|47619|417122
97640|47619|419269
97641|47620|389275
97642|47620|425205
98567|49214|360406
98568|49215|360406
98569|49180|357199
98570|49182|357199
98571|49183|357199
98572|49209|357199
97229|46830|602484
97230|46592|507203
97231|46593|507203
97232|46594|507203
97233|46758|507203
97234|46790|507203
97235|46791|507203
97236|46792|507203
97237|46793|507203
97238|46794|507203
97239|47690|421468
97240|47691|421468
97241|47692|421468
97242|47526|423908
97243|47527|423908
97244|47528|423908
97245|47529|423908
97246|47690|423908
97727|46925|393629
97728|46926|387243
97729|46927|388057
97730|46928|388888
97731|46929|389974
97732|46930|389974
98153|49178|380111
98154|49179|380111
98155|49177|381524
98156|49179|381524
98157|49180|357945
98158|49181|357945
98159|49183|357945
98160|49184|357945
98161|49210|357945
98162|49211|357945
98163|49213|357945
98164|49214|357945
98165|49181|360406
98166|46329|450983
98167|46330|450983
98168|46331|450983
98169|46327|482313
98170|46328|483136
98039|46320|447194
98040|46321|447194
98461|49312|561095
98462|49456|561095
98463|49489|561095
98464|49491|561095
98465|49488|558432
98466|49272|558432
98467|49309|558432
98468|49313|558432
98469|49457|558432
98470|49490|558432
98471|49491|558432
98472|49492|403788
98473|49492|400310
98474|49493|401941
98475|49493|403302
98476|49494|400911
98477|49494|398531
98478|49495|399601
98479|49495|392868
98480|49496|394539
98481|49496|391560
98482|49497|426739
97643|47621|423900
97644|47621|425271
97645|47622|422348
97646|47622|454457
97647|47623|452671
97648|47623|428686
98069|49093|417919
98070|49094|417919
98071|49092|420081
98072|49093|420081
98073|49505|462690
98074|49506|468829
98075|49506|469906
98076|49232|471523
98077|49232|469158
98078|49233|444919
98079|49233|446556
98080|49234|440305
98081|49235|440305
98082|49236|440305
98083|49237|440305
98084|49238|440305
98085|46803|440305
98086|46804|440305
97247|47691|423908
97248|47692|423908
97249|47693|428972
97250|47694|428972
97251|47695|428972
97252|47696|428972
97253|47697|428972
97254|47698|428972
97255|47699|428972
97256|47693|426366
97677|47088|531265
97678|47086|528542
97679|47087|526205
97680|47088|527831
97681|47089|539160
97682|47090|539160
97683|47091|539160
97684|47089|539685
97685|47090|536963
97686|47091|534014
97687|47092|535103
97688|46215|535103
97689|46216|535103
97690|47092|528615
98171|46329|484755
98172|46330|482380
98173|46331|484277
98174|46332|455846
98175|46333|455846
98176|46334|455846
98177|46372|455846
98178|47815|513436
98179|47816|513436
98180|47817|509052
98601|49504|483085
98602|49504|484716
98603|49505|460537
98604|46871|538550
98605|46874|538550
